,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 10",10,5714,5714,5714,5714,0,0,5714,5714,5714,5714,5714,5714,0,5714,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 11",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 8",6,5576,8876,8326,8876,1347.219359,1815000,8876,8876,8876,5576,8876,7226,-282.8571429,9033.142857,0.154285714
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 12",10,5759,5759,5759,5759,0,0,5759,5759,5759,5759,5759,5759,0,5759,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 11",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 9",5,7376,7376,7376,7376,0,0,7376,7376,7376,7376,7376,7376,0,7376,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 13",10,5779,5779,5779,5779,0,0,5779,5779,5779,5779,5779,5779,0,5779,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 12",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 9",7,3476,8876,7076,8876,2323.790008,5400000,5276,8876,8876,3476,8876,6176,-707.1428571,9197.428571,0.432142857
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 14",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 13",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 10",6,5426,8876,7151,7151,1889.642823,3570750,5426,8876,8876,5426,8876,5426,-887.1428571,9368.857143,0.771428571
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 15",10,5769,5769,5769,5769,0,0,5769,5769,5769,5769,5769,5769,0,5769,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 14",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 10",6,5276,9026,7451,8051,1846.280044,3408750,5276,9026,9026,5276,9026,6176,-810,9476,0.673663366
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 16",10,5774,5774,5774,5774,0,0,5774,5774,5774,5774,5774,5774,0,5774,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 15",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 11",5,9026,9026,9026,9026,0,0,9026,9026,9026,9026,9026,9026,0,9026,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 17",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 16",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 11",5,9026,9026,9026,9026,0,0,9026,9026,9026,9026,9026,9026,0,9026,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 12",5,5576,5576,5576,5576,0,0,5576,5576,5576,5576,5576,5576,0,5576,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 18",10,5779,5779,5779,5779,0,0,5779,5779,5779,5779,5779,5779,0,5779,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 17",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 19",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 18",10,5779,5779,5779,5779,0,0,5779,5779,5779,5779,5779,5779,0,5779,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 12",6,5576,9026,7301,7301,1889.642823,3570750,5576,9026,9026,5576,9026,5576,-887.1428571,9518.857143,0.771428571
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 13",6,5426,9026,7826,9026,1859.032006,3456000,5426,9026,9026,5426,9026,5426,-822.8571429,9883.142857,0.685714286
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 20",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 19",10,5779,5779,5779,5779,0,0,5779,5779,5779,5779,5779,5779,0,5779,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 21",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 20",10,5774,5774,5774,5774,0,0,5774,5774,5774,5774,5774,5774,0,5774,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 13",5,8876,8876,8876,8876,0,0,8876,8876,8876,8876,8876,8876,0,8876,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 14",6,5576,9026,8451,9026,1408.456602,1983750,9026,9026,9026,5576,9026,7301,-492.8571429,9683.142857,0.428571429
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 22",10,5769,5769,5769,5769,0,0,5769,5769,5769,5769,5769,5769,0,5769,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 21",10,5774,5774,5774,5774,0,0,5774,5774,5774,5774,5774,5774,0,5774,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 23",10,5759,5759,5759,5759,0,0,5759,5759,5759,5759,5759,5759,0,5759,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 22",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 14",6,5726,9026,7376,7376,1807.48444,3267000,5726,9026,9026,5726,9026,5726,-848.5714286,9497.428571,0.771428571
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 15",5,9026,9026,9026,9026,0,0,9026,9026,9026,9026,9026,9026,0,9026,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 24",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 23",10,5764,5764,5764,5764,0,0,5764,5764,5764,5764,5764,5764,0,5764,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 15",5,8876,8876,8876,8876,0,0,8876,8876,8876,8876,8876,8876,0,8876,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 25",10,5739,5739,5739,5739,0,0,5739,5739,5739,5739,5739,5739,0,5739,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 24",10,5779,5779,5779,5779,0,0,5779,5779,5779,5779,5779,5779,0,5779,NaN
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 16",5,9026,9026,9026,9026,0,0,9026,9026,9026,9026,9026,9026,0,9026,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 26",10,5759,5759,5759,5759,0,0,5759,5759,5759,5759,5759,5759,0,5759,NaN
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 25",10,5784,5784,5784,5784,0,0,5784,5784,5784,5784,5784,5784,0,5784,NaN
